/* DATA DESCRIPTION:																																																							
Citation:	Esper, Oliver; Benz, Verena; Gersonde, Rainer (2016): Diatoms abundance in sediment core PS75/072-4 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.860929, 																																																						
1.515	0.201	1.006	0	0	0.604	0	0.604	0.201	12.274	0	0	5.433	0	46.278	0.402	0	0.201	2.414	2.213	5.03	0	0	0.201	0	0	0	0	0	0	0	0	0.201	0.604	0.201	0	0	0	0	0	0	0	2.616	0.604	12.274	0.402	1.61	2.616	0.201	0.805	0	0	0	0.805	0	0
1.565	0.611	0.611	0	0	0.204	0	1.018	0	10.794	0	0	7.332	0	48.473	0.407	0	0.611	2.851	0.815	4.073	1.222	0	0	0	0	0	0	0	0	0	0	0	0.204	0	0	0	0	0	0	0.204	0	1.833	0.611	12.831	0.204	0.204	2.444	0	0.204	0	0	0	2.24	0	0
1.615	0	1.272	0	0	0.159	0	1.59	0	6.677	0.318	0.318	2.862	0	48.808	0.954	0.159	0.318	5.087	3.021	5.882	0	0.159	0.795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.318	0	4.293	0.159	12.242	0	0.795	0.795	0.159	0.636	0	0	0	1.749	0.159	0.318
1.665	0.142	0.709	0	0	0.284	0	1.56	0	6.809	0	0.142	2.411	0	56.738	0.142	0	0.426	2.27	1.56	5.39	0.142	0	0.426	0	0	0	0.142	0.142	0	0	0.142	0	0.567	0	0	0	0	0	0	0	0	4.681	0.284	10.213	0	1.135	0.851	0.284	1.135	0	0	0.142	1.135	0	0
1.715	0.145	1.163	0	0	0.581	0	0.436	0.145	4.215	0.145	0	2.035	0	59.157	0.145	0.145	1.163	4.07	2.762	5.233	0.145	0.145	0.581	0	0	0	0.145	0	0	0	0	0	0.145	0	0	0	0	0	0	0	0	3.198	0.436	10.32	0.145	0.436	0.291	0	1.308	0	0	0	1.163	0	0
1.765	0.205	1.232	0	0	0.616	0	0.205	0	2.875	0	0	3.285	0	62.834	0.411	0	0	3.901	1.027	5.544	0	0	0.205	0	0	0	0.205	0	0	0	0	0	0.411	0	0	0	0.205	0	0	0	0	3.285	0.616	10.472	0	0.616	0.616	0	0.205	0	0	0	1.027	0	0
1.815	0	0.421	0	0	1.053	0	0.632	0.421	2.737	0.211	0.421	2.947	0	62.526	0.632	0	0.421	2.316	0.842	3.158	0.211	0	0	0	0	0	0.211	0	0.211	0	0	0	0.421	0	0	0	0	0	0	0	0	2.105	0.211	12	0.211	0.421	0.842	0.211	1.264	0	0	0	2.947	0	0
1.865	0.412	0.274	0	0	0.686	0	0.549	0.686	3.978	0.137	0	1.92	0	60.082	0.412	0	0.686	2.881	1.097	5.075	0.137	0	0.274	0	0	0	0.549	0	0	0	0.137	0.137	0.137	0	0.137	0	0	0	0	0	0.137	3.567	0.137	11.523	0	0.96	0.274	0	1.097	0.274	0	0	1.646	0	0
1.915	0	0.5	0	0	0.75	0	0.5	0	1	0	0	3.25	0	61.25	0.25	0	1.25	1.25	1	5	0.25	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75	0.75	13.25	0	1	0.5	0	1.75	0	0	0	2.5	0	0
1.965	0.34	0	0	0	0.679	0	0.679	0.17	1.528	0	0	1.698	0	63.837	0.17	0	0.849	3.565	2.207	2.377	0	0	0.509	0	0	0	2.377	0.17	0	0	0.17	0	0.17	0	0	0	0	0	0	0	0	3.056	0.679	10.866	0	0.34	0.34	0	1.868	0	0	0	1.188	0.17	0
2.015	0.16	0.16	0	0.16	0.801	0	0.801	0.641	1.442	0	0.16	2.244	0	62.981	0.801	0	0.321	3.045	1.122	2.885	0.321	0	0.16	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	1.763	0.962	14.103	0	0.481	0.481	0.16	1.283	0	0	0	2.083	0.16	0
2.065	0.271	0.135	0	0	0.406	0	0.541	0.677	0.812	0.135	0	2.165	0	69.824	0.135	0	0	2.706	0.406	4.33	0.271	0	0	0	0	0	0.406	0	0	0	0	0	0.271	0.135	0	0	0	0	0	0	0	3.383	0.271	8.66	0	0.541	0.406	0	1.489	0.135	0.271	0	1.218	0	0
2.115	0.337	0.505	0	0	0.842	0	0.168	1.684	0.842	0	0.337	1.01	0	67.845	0.505	0.168	0.505	3.199	0.168	3.872	0	0	0	0	0	0	0.505	0	0	0	0.168	0	0.168	0	0	0	0	0	0	0	0	3.367	0.337	9.428	0	0.673	0.337	0	1.01	0.337	0	0	1.684	0	0
2.165	0.207	0.207	0.207	0	0.207	0	0.413	0.62	1.033	0	0	1.86	0	66.116	0.413	0.207	0.207	3.099	0.413	3.719	0.207	0	0	0	0	0	1.653	0	0.207	0	0	0	0.207	0	0	0	0	0	0	0	0	2.893	0.413	11.983	0	0.207	0	0.207	0.826	0	0	0.207	2.066	0	0
2.215	0	0	0	0	0.249	0	1.496	0.998	1.746	0	0	1.496	0	63.591	0	0	0.249	6.234	0.499	5.985	0	0	0.499	0	0	0	0.998	0.249	0	0	0	0	0	0	0	0	0	0	0	0.249	0	3.99	0.499	8.229	0	0	0	0.249	0.499	0	0	0	1.995	0	0
2.265	0.351	0.175	0	0	0.526	0	0.351	0	0.877	0.175	0.175	1.754	0	66.316	0.175	0	0	3.158	1.228	2.632	0.175	0	0	0	0	0	0.702	0	0.175	0	0	0	0	0	0.175	0	0	0	0.175	0	0	1.228	1.053	13.333	0	0.175	0	0	1.228	0.175	0	0	3.333	0.175	0
2.315	0.8	0.16	0.16	0	0.16	0	0.32	0	0.8	0	0	2.88	0	67.04	0	0	0	2.08	0.96	3.68	0.16	0	0	0	0	0	0.64	0	0.16	0	0	0	0	0	0	0	0	0	0	0.48	0	1.92	0.32	13.28	0	0.48	0	0	1.44	0	0.16	0	1.76	0.16	0
2.365	0	0.146	0	0.146	0.439	0	0.146	0.292	1.023	0	0	1.462	0	63.889	0.292	0.146	0.292	1.17	1.754	4.825	0	0	0	0	0	0	0.585	0	0	0	0	0	0	0	0	0	0.146	0	0	0	0	3.801	0.146	13.158	0.292	1.462	0.292	0	0.731	0	0.292	0.292	2.778	0	0
2.415	0.482	0.241	0	0	0.241	0	0.723	0	2.169	0	0.241	1.205	0	64.578	0.241	0	0	2.41	0.723	5.783	0	0	0	0	0	0	0.241	0	0	0	0	0	0	0	0.241	0	0	0	0	0	0	2.41	0	11.807	0	0.964	0.241	0	1.687	0.482	0	0	2.892	0	0
2.465	0	0	0	0	0	0	0.75	0.25	5	0	0	1.25	0	66.75	0.25	0	0	0.75	0.25	5.5	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	3	0	11.5	0	1	0.25	0	0.5	0	0	0	2.75	0	0
2.515	0.201	0	0	0	0.803	0	1.406	0.201	2.209	0	0	1.807	0	64.859	0	0	0.402	2.008	1.004	5.622	0	0	0	0	0	0	0.402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.815	0.201	9.438	0	0.402	0	0	1.606	0.201	0	0.201	3.213	0	0
2.565	0.215	1.075	0.215	0	0.215	0	0.86	0	1.935	0	0	2.366	0	64.086	0	0	0.43	2.366	1.29	5.806	0	0	0	0	0	0	0.645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.086	0.86	8.172	0.215	0.43	0.215	0	2.15	0	0	0	2.366	0	0
2.615	0	0.234	0	0	0.468	0	0	0.937	5.621	0	0	1.639	0	68.618	0	0	0.703	1.171	1.171	3.044	0.234	0	0.234	0	0	0	0.234	0	0	0	0.234	0	0.234	0	0	0	0	0	0	0.234	0	2.108	0.468	7.728	0	0.703	0.234	0	1.171	0.234	0	0.234	2.108	0	0
2.665	0.344	0.172	0	0	0.172	0	0.688	0.344	4.303	0	0	1.205	0	60.241	0.172	0	0	2.41	1.549	6.196	0.861	0	0	0	0	0	0.688	0	0.172	0	0.172	0	0.688	0	0	0	0	0	0	0.344	0	3.098	0.516	9.811	0	0.861	0.344	0.172	2.238	0.172	0	0.172	1.893	0	0
2.715	0.362	0.725	0	0.181	0.543	0	0.181	1.268	1.449	0	0	1.993	0	57.246	0.181	0.181	0.181	1.63	1.449	5.978	0	0	0.181	0	0	0	0.725	0.181	0	0	0.181	0	0.181	0	0	0	0	0	0	0.181	0	2.536	0	14.855	0	1.63	0.362	0	1.992	0	0	0	3.261	0.181	0
2.765	0.202	1.21	0	0	0.605	0	0.202	0.403	2.621	0	0	1.815	0	61.492	0.403	0	0	0.806	3.024	5.04	0	0	0.202	0	0	1.008	0	0	0	0	0	0	0	0	0	0	0.202	0	0	0.605	0	3.024	0.202	11.492	0	1.613	0	0	0.202	0	0	0	3.629	0	0
2.815	0.573	0.763	0	0	0.382	0	0.954	0.763	2.863	0	0.191	1.908	0	65.649	0.573	0	0	1.527	1.718	5.725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191	0	2.481	0.382	8.397	0	1.145	0	0	1.146	0	0	0.191	2.29	0.191	0
2.865	0.48	0.96	0.16	0.48	1.28	0	0.48	0.48	1.44	0	0.16	1.92	0	60.32	0.48	0.16	0.16	2.88	1.44	6.08	0	0	0.16	0	0	0	0.48	0	0	0	0	0	0.48	0	0	0	0	0	0	0	0	2.56	0.64	11.84	0	1.44	0.48	0	0.8	0	0	0.16	1.6	0	0
2.915	0.244	0.489	0	0	0.978	0	0.978	0.733	5.379	0	0.244	3.178	0	54.279	0.244	0	0	3.423	2.689	9.291	0	0	0.489	0	0	0	0.978	0	0	0	0	0	0.733	0	0	0	0	0	0	0.733	0	2.689	0.733	8.557	0	0	0.244	0	0.978	0	0	0	1.711	0	0
2.965	0.43	1.289	0	0	1.003	0	1.433	0.143	2.149	0	0.287	3.725	0	57.88	0.716	0	0	1.719	0.43	6.304	0	0	0.143	0	0	0	0.287	0	0	0	0	0	0.143	0	0	0	0	0	0	0	0	1.719	0.573	13.897	0	1.576	1.146	0.143	0.573	0	0.143	0	2.149	0	0
3.015	0.444	0.222	0	0	0.889	0	1.333	0.222	1.333	0	0.222	4.667	0	55.556	0.667	0	0	0.667	0.667	5.778	0.222	0	0.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444	0.222	2.444	0.444	18.222	0	1.778	0	0.222	1.778	0	0	0	1.333	0	0
3.065	0	0.706	0.235	0	0.471	0	0.706	0	1.882	0	0.235	4.235	0	64	0.235	0	0	0.941	2.118	2.824	0	0	0.235	0	0	0	0.235	0	0	0	0	0	0.941	0	0	0	0	0	0	0.471	0	1.882	0.471	13.176	0	1.176	0.706	0	0.941	0	0	0	1.176	0	0
3.115	0	0.955	0	0	0.955	0	0	0.239	4.535	0	0.477	3.103	0	58.473	0	0	0	2.148	0	4.535	0.239	0	0.239	0	0	0	0.477	0	0	0	0	0.239	0.239	0	0	0	0	0	0	0	0	2.387	0.477	17.661	0	0.716	0.239	0	0.477	0	0	0	1.193	0	0
3.165	0.223	0.445	0	0	0.223	0	0.445	0	6.013	0.223	0	1.782	0	61.47	0.223	0	0	2.895	0.891	3.118	0	0	0.223	0	0	0	0.223	0	0	0	0	0	0.223	0	0	0	0	0	0	0.445	0	1.782	0.223	15.145	0.223	1.336	0	0.223	1.336	0	0	0.223	0.445	0	0
3.215	0	0.442	0	0	0.664	0	0.885	0	8.85	0	0.221	2.434	0	56.416	0.221	0	0	1.991	0.221	3.319	0	0	0.221	0	0	0	0	0	0	0	0	0	0.664	0	0	0	0.221	0	0	0.442	0	3.982	0.442	13.938	0	2.876	0	0.221	0.664	0	0	0	0.664	0	0
3.265	0.177	0.709	0	0	1.241	0	0.355	0.355	3.369	0	0.177	3.369	0	61.525	0.355	0	0.177	1.773	0.709	4.433	0	0	0	0	0	0	0	0	0	0	0	0.177	0.532	0	0	0	0	0	0	0	0	3.369	0.355	12.589	0	1.064	0.532	0	1.951	0	0	0	0.709	0	0
3.315	0	0.25	0	0	0.25	0	0.25	0	5	0	0	2	0	62.5	0	0	0.25	2.75	0	2.75	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0	0.25	0	0	0	0	0	0	0	3.25	0.25	14.75	0.25	1.25	0.75	0	1.75	0	0	0	1	0	0
3.365	0.195	0.39	0	0	0.585	0	0	0	5.263	0	0	1.949	0	60.234	0.39	0.195	0.195	2.144	0.585	5.263	0	0	0.39	0	0	0	0	0	0	0	0	0	0.975	0	0	0	0	0	0	0.39	0	1.17	0.975	15.01	0	0.975	0.39	0	1.365	0	0	0	0.975	0	0
3.415	0.227	0.227	0	0	0.454	0	0.227	0	5.215	0	0.227	2.494	0	59.41	0.454	0	0.68	2.494	0.454	4.535	0	0	0.227	0	0	0	0.227	0	0.227	0	0	0	0.227	0	0.227	0	0	0	0	0.227	0	1.814	0.454	14.966	0.227	2.041	0.227	0	1.36	0	0	0	0.454	0	0
3.465	0	0.407	0	0	1.22	0	0	0	3.049	0	0	2.033	0	64.634	0.203	0	0	1.829	0.407	5.285	0	0	0	0	0	0	0.203	0	0	0	0	0	1.016	0	0	0	0	0	0	0	0	1.22	1.016	13.211	0.203	0.813	0.61	0.203	1.423	0	0	0	1.016	0	0
3.515	0	0.535	0	0	0.357	0	0.357	0.357	5.169	0	0	2.852	0	59.537	0.178	0	0	0.713	0.535	4.813	0	0	0	0	0	0.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178	0	2.496	0.535	15.152	0.178	1.07	1.07	0.178	2.495	0	0	0	1.07	0	0
3.565	0.19	0.762	0	0	0.19	0	0	0.19	4	0	0	3.429	0	64	0.571	0	0	1.333	0.571	8.19	0	0	0.19	0	0	0.19	0	0	0	0	0	0	0.571	0	0	0	0	0	0	0	0	1.333	0.571	10.857	0	0	0.381	0	1.714	0	0	0	0.762	0	0
3.615	0	0	0	0	0.165	0	0.165	0.825	2.97	0	0	1.32	0	69.967	0.66	0	0.165	1.155	1.32	6.766	0	0	0	0	0	0	0	0.165	0.165	0	0	0	0.33	0	0	0	0	0	0	0	0	1.65	0.66	7.426	0.165	1.485	0.33	0	1.32	0	0	0.165	0.66	0	0
3.665	0	0	0	0	0.181	0	0.363	0.181	2.541	0	0	0.907	0	70.417	0.544	0	0.363	1.633	0.907	5.626	0	0	0	0	0	0	0	0	0.181	0	0.181	0	0	0	0	0	0	0	0	0	0	2.178	0.181	10.708	0	0.726	0.363	0	1.452	0	0	0	0.363	0	0
3.715	0	0.12	0	0.24	0.6	0	0.12	0.48	3.237	0	0	1.319	0	67.986	0.719	0	0	2.398	0.719	9.472	0.12	0	0	0	0	0.12	0	0.12	0.12	0	0	0	0.24	0	0	0	0	0	0	0.12	0	1.799	0.24	7.074	0	0.719	0.6	0	0.72	0	0	0	0.6	0	0
3.765	0	0.338	0	0	1.014	0	0	0	3.547	0	0	1.52	0	61.149	0.507	0	0.507	1.858	1.014	8.784	0	0	0	0	0	0.169	0	0	0	0	0	0	0.845	0	0	0	0	0	0	0	0	2.703	0.845	11.486	0	1.014	0.169	0.169	2.027	0	0	0	0.338	0	0
3.815	0.169	0.169	0	0.169	0.338	0	0.169	0.508	2.538	0	0.169	2.876	0	66.328	0.169	0	0.169	1.692	0.677	7.953	0.169	0	0	0	0	0	0	0	0	0	0.169	0	0.169	0	0	0	0	0	0	0	0	3.384	0.508	8.46	0	1.015	0.169	0	1.354	0	0	0	0.508	0	0
3.865	0.196	0.393	0	0	0	0	0	0	2.947	0	0	1.965	0	66.798	0	0	0.196	1.375	1.375	7.662	0.196	0	0	0	0	0	0.196	0.196	0	0	0	0	0.589	0	0	0	0	0	0	0.196	0	1.572	0	11.198	0	0.393	0	0	1.571	0	0	0	0.982	0	0
3.915	0	0.691	0	0	0.864	0	0.345	0.345	3.454	0	0	1.209	0	65.112	0.173	0	0	0.691	0.518	11.572	0.173	0	0	0	0	0	0.518	0.173	0	0	0	0	0.518	0	0	0	0	0	0	0	0	2.245	0.691	8.117	0.173	0.345	0.518	0.173	0.518	0	0	0	0.864	0	0
3.965	0.154	0.308	0	0.154	0.769	0	0.615	0.462	2	0	0	1.231	0	65.077	0.154	0	0.308	2.308	0.308	12.308	0	0	0	0	0	0	0.154	0	0	0	0	0	0.615	0.154	0	0	0	0	0	0	0	1.231	0.154	8.154	0.154	0.308	0.462	0	1.385	0	0	0	1.077	0	0
4.015	0	0.168	0.168	0	0.503	0	0.168	0	3.523	0.168	0	1.51	0	69.966	0.336	0	0	1.007	0.168	7.718	0	0	0	0	0	0	0.503	0	0.168	0	0	0	0	0	0	0	0	0	0	0	0	1.51	0	7.718	0	1.51	0.336	0	2.349	0	0	0	0.503	0	0
4.065	0	0.188	0	0	0.188	0	0.563	0.563	2.627	0	0	2.064	0	69.981	0	0	0.188	0.375	0.188	8.255	0	0	0	0	0	0	0.188	0	0	0	0	0	0.375	0	0	0	0	0	0	0	0	1.876	0	9.568	0	0.188	0.375	0	0.938	0	0	0	1.313	0	0
4.115	0.244	0	0.244	0	0.733	0	0.244	1.467	1.956	0	0.244	2.2	0	69.193	0.489	0	0.244	0.733	1.467	7.09	0	0	0	0	0	0	0.978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.956	0.244	6.112	0	0.489	0.244	0	1.711	0.244	0	0	1.467	0	0
4.165	0.208	0	0	0	0.832	0	0.208	0	5.821	0	0	1.04	0	65.489	0	0	0	0.208	0.624	5.198	0	0	0	0	0	0	0.208	0	0	0	0	0	0.208	0	0	0	0	0	0	0.208	0	0.832	0	14.345	0	0.832	0.208	0	0.624	0	0	0	2.911	0	0
4.215	0	0.498	0	0	0.995	0	0.498	0.995	2.985	0	0	1.99	0	66.915	0	0	0.498	0.995	0.249	6.965	0	0	0	0	0	0	0.498	0	0.249	0	0	0	0.249	0	0	0	0	0	0	0	0	1.99	0	9.701	0.249	0	0.498	0	0.747	0.249	0.249	0	1.741	0	0
4.265	0.155	0	0	0	0.155	0	0.465	0.465	5.581	0	0	1.705	0	62.326	0.465	0.155	0.31	2.326	1.085	11.628	0.155	0	0.155	0	0	0	0.62	0	0	0	0	0	0.155	0	0	0	0	0	0	0	0	2.481	0.465	5.891	0.155	0.31	0	0.155	1.705	0	0	0	0.93	0	0
4.315	0.362	0.181	0	0	0.181	0	0	0.362	3.978	0	0.181	1.989	0	67.631	0	0	0	1.085	0.362	8.499	0	0	0	0	0	0	0.723	0	0	0	0	0.181	0.181	0	0	0	0	0	0	0	0	1.085	0.181	9.042	0	0.723	0.362	0	1.627	0	0	0	1.085	0	0
4.365	0	0.596	0	0	0.795	0	0.199	0.199	2.584	0	0	1.59	0	63.618	0.199	0	0	0.994	0.596	9.543	0	0	0	0	0	0	0.596	0	0.199	0	0	0	0.398	0	0.199	0	0	0	0	0.199	0	4.573	0.596	8.748	0.199	0.596	0.596	0	0.597	0.199	0	0	1.392	0	0
4.415	0	0.207	0	0.207	0.62	0	0	0.207	5.579	0	0.207	1.653	0	58.264	0.413	0	0.207	2.686	1.446	6.818	0	0	0	0	0	0	0.826	0	0	0	0	0	0.826	0	0	0	0	0	0	0.413	0	2.686	0.413	12.19	0.207	1.033	1.033	0	0.62	0	0	0.207	1.033	0	0
4.465	0.222	2.222	0	0	0.667	0	0.667	1.111	5.111	0	0	4.444	0	51.778	0.667	0	0.222	1.556	0.889	6.667	0	0	0	0	0	0	0.222	0	0	0	0	0	0.222	0	0	0	0	0	0	0	0	4.444	2.444	12.222	0	0.889	1.333	0	0.889	0	0	0.222	0.889	0	0
4.515	0.168	1.174	0	0	0.671	0	0.336	0.168	5.034	0	0.168	3.356	0	50.503	0.671	0	0.671	2.517	1.007	7.047	0	0	0	0	0	0	0.336	0	0	0	0	0	0.839	0	0.168	0	0	0	0	0.336	0	2.685	0.839	16.443	0.168	1.174	0.671	0.168	1.342	0	0.336	0.336	0.671	0	0
4.565	0.171	2.397	0	0	0.171	0	0.342	0.171	4.452	0.171	0.685	3.938	0	56.507	0.342	0	0.514	3.253	0.514	6.164	0	0	0.342	0	0	0	0.171	0	0	0	0	0	0	0	0	0	0	0	0	0.171	0	1.37	0.342	12.5	0	2.226	0.685	0.171	0.856	0.171	0	0.171	1.027	0	0
4.615	0	1.235	0	0	0.494	0	0	0.494	3.951	0	0	3.704	0.247	56.049	0.494	0	0.247	1.235	0.494	7.407	0	0	0	0	0	0	0	0	0	0	0	0	0.741	0	0	0	0	0	0	0	0	2.716	0.741	15.802	0	1.728	0.741	0	0.988	0	0	0	0.494	0	0
4.665	0.233	0.93	0	0	1.628	0	0	1.163	3.953	0.465	0.233	2.791	0	59.767	0.93	0	0.465	3.953	0	4.419	0.465	0	0.233	0	0	0	0	0	0	0	0	0	0.233	0	0	0	0	0	0	0	0	1.86	0.465	12.558	0.233	0.698	0.93	0	0.466	0	0	0	0.93	0	0
4.715	0.199	0.795	0.199	0	0.398	0	0	0.199	9.742	0	0.199	2.187	0	61.431	0	0	0.199	1.193	0.596	4.175	0.199	0	0.199	0	0	0	0	0	0	0	0	0	0	0	0.199	0	0	0	0	0	0	0.795	0	12.922	0.199	0.994	0.398	0	1.193	0	0	0.199	1.193	0	0
4.765	0	0.452	0	0	0.679	0	1.131	0.226	6.109	0	0.226	2.715	0	64.706	0.452	0	0	0.226	0.226	3.846	0	0	0	0	0	0	0.679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.679	0	13.122	0	0.679	0.226	0	2.488	0.226	0	0	0.905	0	0
4.815	0	0.5	0	0	0.5	0	0.75	0.5	3	0	0.25	3	0	61.5	0	0.25	0	0.5	1	6.25	0	0	0	0	0	0	0.5	0	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0	4	0.5	13.75	0.25	0.5	0.25	0	0.75	0	0	0	1	0	0
4.865	0	0.698	0	0	0.233	0	0.698	0.233	2.093	0	0	2.791	0	62.093	0.465	0	0	2.093	0.233	8.372	0	0	0	0	0	0	0.233	0.465	0	0	0	0	0	0	0	0	0	0	0	0.233	0	2.558	0.233	11.86	0	0.93	0.698	0	1.396	0	0	0.233	1.163	0	0
4.915	0	0.845	0.141	0.563	0	0	0.845	0.704	3.38	0	0	1.69	0	62.254	0.282	0	0	1.549	0.845	8.873	0	0	0.282	0	0	0	0	0	0	0	0	0	0.563	0	0	0	0	0	0	0	0	2.394	0.704	10.282	0	0.423	0.282	0	0.845	0	0	0.141	2.113	0	0
4.965	0	0.946	0	0	1.182	0	0.473	0.236	0	0	0	1.418	0	75.65	0	0.236	0	1.182	0	4.965	0	0	0	0	0	0	0.236	0	0	0	0	0	0.473	0	0	0	0	0	0	0	0	1.655	0	8.511	0	0.236	0.236	0	0.945	0.236	0	0	1.182	0	0
5.015	0	0.206	0	0	0.619	0	0.206	0.206	1.856	0	0	1.237	0	71.546	0.412	0	0.206	1.649	0.206	8.866	0	0	0	0	0	0	0.206	0	0	0	0	0	0	0	0	0	0	0	0	0.412	0	1.649	0.206	6.186	0.206	0.206	0.825	0	0.825	0.206	0	0	1.856	0	0
5.065	0.244	0.244	0	0.244	1.22	0	0.732	0.244	1.707	0	0	2.195	0	63.902	0.488	0	0.244	1.22	0.244	10.488	0	0	0	0	0	0	0.488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.976	0.244	11.22	0	0.244	0.244	0	0.732	0	0	0	2.439	0	0
5.115	0.224	0.224	0	0.448	0.448	0	0.448	0.673	1.345	0	0	0.897	0	69.507	0	0	0	0.224	0.224	10.314	0	0	0	0	0	0	0.224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.121	0.224	10.314	0	0.224	0	0	0.448	0	0.224	0	2.242	0	0
5.165	0.682	0.455	0	0.227	1.364	0	0.909	0.227	1.136	0	0	0.227	0	67.273	0.227	0	0	0.455	0.227	7.273	0	0	0	0	0	0	0.682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.955	0.227	11.136	0	0.227	0	0	0.454	0	0.455	0	3.182	0	0
5.215	0	0	0	0	0.542	0	0.903	0.722	0.903	0	0	0.722	0	73.646	0.361	0	0	0.722	1.083	9.567	0.181	0	0	0	0	0	0.722	0	0	0.181	0	0	0	0	0	0	0.181	0	0	0	0	1.805	0	4.152	0	0.181	0.181	0.181	0.723	0.181	0	0.181	1.986	0	0
5.265	0.173	0	0	0	0.347	0	0.693	3.64	1.906	0.173	0	0.693	0	58.406	0.347	0	0.867	1.733	0	15.771	0	0	0	0	0	0	2.6	0	0	0	0.173	0	0	0	0	0	0	0	0	0	0	1.733	0	7.106	0	0.173	0.52	0.173	0.693	0	0	0	2.08	0	0
5.315	0.313	0	0.156	0	0.313	0	1.095	0.313	3.599	0	0.156	3.13	0	66.98	0.156	0	0	0.469	0	9.39	0	0	0	0	0	0	0.469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.095	0.156	7.825	0.469	0.469	0.469	0	0.625	0	0	0.156	2.191	0	0
5.365	0.172	0	0	0	0.517	0	0.862	0	1.724	0	0	1.897	0	70.172	0	0	0.172	0.345	0.345	11.034	0	0	0	0	0	0	0.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.862	0	7.241	0	0	0.345	0	0.689	0	0.172	0.172	3.103	0	0
5.415	0	0	0	0	0.5	0	1	0.25	2	0	0	1	0	68.75	0.5	0	0.5	0.5	0.25	9	0	0	0	0.25	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	7	0.25	0.25	0.5	0.25	1	0	0	0	3	0	0
5.465	0.538	0.538	0	0	0.179	0	0.717	1.434	1.434	0	0	1.613	0	64.516	0.179	0	0	1.792	0	12.545	0.179	0	0	0	0	0	1.613	0	0	0.179	0	0	0	0	0	0	0	0	0.179	0	0	0.896	0.179	7.527	0.179	0	0	0.358	0.896	0	0.179	0.179	1.971	0	0
5.515	0.152	0.152	0	0	0.456	0	1.216	1.064	1.672	0	0	0.456	0	71.429	0	0	0	1.368	0	7.903	0	0	0	0	0	0	1.672	0	0	0	0	0	0	0.152	0	0	0	0	0	0	0.152	2.736	0	4.559	0	0	0.304	0	1.368	0	0	0	3.191	0	0
5.565	0.462	0.231	0.231	0	1.155	0	0.693	1.155	4.388	0.462	0	1.848	0	60.277	0.231	0	0.231	0.231	0.231	12.702	0	0	0	0	0	0	2.309	0	0	0	0	0	0	0.231	0	0	0	0	0	0	0	1.848	0	7.39	0	0.231	0.231	0	1.155	0	0	0	2.079	0	0
5.615	0	0.161	0	0.161	0.322	0	0.322	0.161	7.717	0	0	1.286	0	67.524	0	0	0	0.322	0.322	5.788	0	0	0	0	0	0	2.572	0	0	0	0.161	0	0	0	0	0	0	0	0	0	0	2.09	0.161	6.27	0.322	0.161	0.643	0	0.483	0	0.161	0	2.894	0	0
5.665	0.326	0.163	0	0	0.489	0	0.489	0.653	3.589	0	0	0.326	0	68.352	0	0.163	0.163	1.468	0.489	12.724	0	0	0	0	0	0	1.142	0	0	0	0.163	0	0	0	0	0	0.163	0	0	0	0	0.979	0.163	5.546	0	0	0.489	0	0.652	0	0	0	1.305	0	0
5.715	1.232	0	0	0.493	1.232	0	0.493	0.739	1.478	0.246	0	0.739	0	68.719	0	0	0.246	0.739	0.246	8.621	0	0	0	0	0	0	1.232	0	0	0	0.246	0	0	0	0	0	0	0	0.246	0	0	1.232	0	6.404	0	0	0.246	0	0.493	0	0	0	4.68	0	0
5.765	0	0	0	0	1.538	0.22	0.659	0.879	2.198	0	0	1.099	0	73.626	0	0	0	0.659	0	7.473	0	0	0	0	0	0	0.659	0	0.22	0.22	0.44	0	0	0	0	0	0	0	0	0.22	0	1.099	0	5.275	0	0.22	0	0	0	0	0.22	0	3.077	0	0
5.815	0.131	0	0	0	0.655	0	1.704	0	1.18	0	0	0.786	0	78.637	0.131	0	0	0.262	0	5.636	0	0	0	0	0	0	0.524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.786	0	6.553	0.131	0.131	0.262	0	0.786	0	0	0	1.573	0.131	0
